attr_value,b_sage_cover,b_shrub_cover,b_forb_cover_arid,b_forb_cover_mesic,b_forb_rich_arid,b_forb_rich_mesic,s_forb_cover_arid,s_forb_cover_mesic,s_forb_cover_meadow,s_forb_rich_arid,s_forb_rich_mesic,s_grass_cover_arid,s_grass_cover_mesic,s_grass_cover_meadow,w_sage_height_big,w_sage_height_low,w_sage_cover_big,w_sage_cover_low,brotec_cover,s_dist_sage_altered,s_dist_sage_unaltered
322,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
323,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
324,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
325,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
326,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
327,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
328,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
329,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
330,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
331,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
332,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
333,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
334,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
335,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
336,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
337,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
338,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
339,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
340,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
341,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
342,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
343,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
344,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
345,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
346,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
347,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
348,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
349,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
350,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
351,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
352,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
353,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
354,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
355,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
356,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
357,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
358,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
359,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
360,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
361,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
362,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
363,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
364,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
365,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
366,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
367,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
368,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
369,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
370,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
371,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
372,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
373,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
374,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
375,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
376,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
377,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
378,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
379,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
380,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
381,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
382,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
383,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
384,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
385,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
386,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
387,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
388,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
389,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
390,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
391,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
392,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
393,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
394,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
395,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
396,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
397,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
398,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
399,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
400,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
401,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
402,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
403,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
404,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
405,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
406,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
407,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
408,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
409,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
410,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
411,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
412,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
413,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
414,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
415,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
416,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
417,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
418,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
419,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
420,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
421,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
422,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
423,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
424,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
425,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
426,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
427,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
428,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
429,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
430,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
431,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
432,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
433,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
434,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
435,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
436,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
437,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
438,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
439,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
440,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
441,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
442,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
443,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
444,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
445,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
446,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
447,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
448,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
449,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
450,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
451,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
452,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
453,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
454,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
455,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
456,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
457,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
458,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
459,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
460,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
461,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
462,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
463,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
464,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.20008,1
465,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,0.203413,1
